Mod:Item:MetaData, Localized Name
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Dark Oak Bark Slab
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, Iron Plate
quark:iron_plate:1, Rusty Iron Plate
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Iron Plate Slab
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Sandy Brick Slab
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:thatch, tile.thatch.name
quark:thatch_stairs, tile.thatch_stairs.name
quark:thatch_slab:0, Thatch Slab
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, Charred Nether Brick Slab
quark:world_stone_bricks:0, Granite Bricks
quark:world_stone_bricks:1, Diorite Bricks
quark:world_stone_bricks:2, Andesite Bricks
quark:world_stone_bricks:3, Basalt Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Granite Brick Slab
quark:stone_diorite_bricks_slab:0, Diorite Brick Slab
quark:stone_andesite_bricks_slab:0, Andesite Brick Slab
quark:stone_basalt_bricks_slab:0, Basalt Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern, tile.paper_lantern.name
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:charcoal_block, tile.charcoal_block.name
quark:glass_item_frame, item.glass_item_frame.name
quark:witch_hat, item.witch_hat.name
quark:pirate_hat, item.pirate_hat.name
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:soul_bead, item.soul_bead.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:smoker, tile.smoker.name
base:wrench, Wrench
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
thebetweenlands:swamp_water, Swamp Water
thebetweenlands:stagnant_water, Stagnant Water
thebetweenlands:tar, Tar
thebetweenlands:rubber, Rubber
thebetweenlands:druid_stone_1, Rune Stone
thebetweenlands:druid_stone_2, Rune Stone
thebetweenlands:druid_stone_3, Rune Stone
thebetweenlands:druid_stone_4, Rune Stone
thebetweenlands:druid_stone_5, Rune Stone
thebetweenlands:druid_stone_6, Rune Stone
thebetweenlands:betweenlands_bedrock, Betweenlands Bedrock
thebetweenlands:betweenstone, Betweenstone
thebetweenlands:generic_stone:0, Corrupt Betweenstone
thebetweenlands:mud, Mud
thebetweenlands:peat, Peat
thebetweenlands:sludgy_dirt, Sludgy Dirt
thebetweenlands:slimy_dirt, Slimy Dirt
thebetweenlands:slimy_grass, Slimy Grass
thebetweenlands:cragrock:0, Cragrock
thebetweenlands:cragrock:1, Mossy Cragrock Top
thebetweenlands:cragrock:2, Mossy Cragrock Bottom
thebetweenlands:pitstone, Pitstone
thebetweenlands:limestone, Limestone
thebetweenlands:swamp_dirt, Swamp Dirt
thebetweenlands:coarse_swamp_dirt, Coarse Swamp Dirt
thebetweenlands:swamp_grass, Swamp Grass
thebetweenlands:wisp, Wisp
thebetweenlands:octine_ore, Octine Ore
thebetweenlands:valonite_ore, Valonite Ore
thebetweenlands:sulfur_ore, Sulfur Ore
thebetweenlands:slimy_bone_ore, Slimy Bone Ore
thebetweenlands:scabyst_ore, Scabyst Ore
thebetweenlands:syrmorite_ore, Syrmorite Ore
thebetweenlands:aqua_middle_gem_ore, Aqua Middle Gem Ore
thebetweenlands:crimson_middle_gem_ore, Crimson Middle Gem Ore
thebetweenlands:green_middle_gem_ore, Green Middle Gem Ore
thebetweenlands:life_crystal_stalactite:0, Life Crystal Stalactite
thebetweenlands:life_crystal_stalactite:1, Life Crystal Ore
thebetweenlands:stalactite, Stalactite
thebetweenlands:silt, Silt
thebetweenlands:dead_grass, Dead Grass
thebetweenlands:tar_solid, Solid Tar
thebetweenlands:puddle, Puddle
thebetweenlands:log_weedwood:0, Weedwood Log
thebetweenlands:log_weedwood:12, Weedwood Log
thebetweenlands:log_rotten_bark:0, Rotten Bark
thebetweenlands:log_rubber, Rubber Tree Log
thebetweenlands:log_hearthgrove:1, Hearthgrove Log
thebetweenlands:log_hearthgrove:5, Tarred Hearthgrove Log
thebetweenlands:log_hearthgrove:3, Hearthgrove Log
thebetweenlands:log_hearthgrove:7, Tarred Hearthgrove Log
thebetweenlands:log_nibbletwig:0, Nibbletwig Log
thebetweenlands:log_nibbletwig:12, Nibbletwig Log
thebetweenlands:weedwood, Weedwood
thebetweenlands:log_sap:0, Sap Tree Log
thebetweenlands:log_sap:12, Sap Tree Log
thebetweenlands:sapling_weedwood, Weedwood Sapling
thebetweenlands:sapling_sap, Sap Tree Sapling
thebetweenlands:sapling_rubber, Rubber Tree Sapling
thebetweenlands:sapling_hearthgrove, Hearthgrove Sapling
thebetweenlands:sapling_nibbletwig, Nibbletwig Sapling
thebetweenlands:leaves_weedwood_tree, Weedwood Leaves
thebetweenlands:leaves_sap_tree, Sap Tree Leaves
thebetweenlands:leaves_rubber_tree, Rubber Tree Leaves
thebetweenlands:leaves_hearthgrove_tree, Hearthgrove Leaves
thebetweenlands:leaves_nibbletwig_tree, Nibbletwig Leaves
thebetweenlands:weedwood_planks, Weedwood Planks
thebetweenlands:rubber_tree_planks, Rubber Tree Planks
thebetweenlands:giant_root_planks, Giant Root Planks
thebetweenlands:angry_betweenstone, Angry Betweenstone
thebetweenlands:betweenstone_bricks, Betweenstone Bricks
thebetweenlands:betweenstone_bricks_mirage, Betweenstone Bricks Mirage
thebetweenlands:betweenstone_tiles, Betweenstone Tiles
thebetweenlands:betweenstone_chiseled, Chiseled Betweenstone
thebetweenlands:cragrock_chiseled, Chiseled Cragrock
thebetweenlands:limestone_chiseled, Chiseled Limestone
thebetweenlands:pitstone_chiseled, Chiseled Pitstone
thebetweenlands:cracked_betweenstone_bricks, Cracked Betweenstone Bricks
thebetweenlands:cracked_betweenstone_tiles, Cracked Betweenstone Tiles
thebetweenlands:cracked_limestone_bricks, Cracked Limestone Bricks
thebetweenlands:cragrock_bricks, Cragrock Bricks
thebetweenlands:cragrock_tiles, Cragrock Tiles
thebetweenlands:glowing_betweenstone_tile, Glowing Betweenstone Tile
thebetweenlands:inactive_glowing_smooth_cragrock, Inactive Glowing Smooth Cragrock
thebetweenlands:glowing_smooth_cragrock, Glowing Smooth Cragrock
thebetweenlands:limestone_bricks, Limestone Bricks
thebetweenlands:limestone_tiles, Limestone Tiles
thebetweenlands:mossy_betweenstone_bricks, Mossy Betweenstone Bricks
thebetweenlands:mossy_betweenstone_tiles, Mossy Betweenstone Tiles
thebetweenlands:mossy_limestone_bricks, Mossy Limestone Bricks
thebetweenlands:mossy_smooth_betweenstone, Mossy Smooth Betweenstone
thebetweenlands:mud_bricks, Mud Bricks
thebetweenlands:octine_block, Block of Octine
thebetweenlands:rubber_block, Rubber Block
thebetweenlands:pitstone_bricks, Pitstone Bricks
thebetweenlands:pitstone_tiles, Pitstone Tiles
thebetweenlands:polished_limestone, Polished Limestone
thebetweenlands:smooth_betweenstone, Smooth Betweenstone
thebetweenlands:smooth_cragrock, Smooth Cragrock
thebetweenlands:syrmorite_block, Block of Syrmorite
thebetweenlands:valonite_block, Block of Valonite
thebetweenlands:weak_betweenstone_tiles, Weak Betweenstone Tiles
thebetweenlands:weak_polished_limestone, Weak Polished Limestone
thebetweenlands:weak_mossy_betweenstone_tiles, Weak Mossy Betweenstone Tiles
thebetweenlands:dentrothyst:0, Green Dentrothyst
thebetweenlands:dentrothyst:1, Orange Dentrothyst
thebetweenlands:loot_pot:0, Pot of Chance
thebetweenlands:loot_pot:4, Pot of Chance
thebetweenlands:loot_pot:8, Pot of Chance
thebetweenlands:mob_spawner, Monster Spawner
thebetweenlands:temple_pillar, Temple Pillar
thebetweenlands:betweenstone_pillar, Betweenstone Pillar
thebetweenlands:pitstone_pillar, Pitstone Pillar
thebetweenlands:limestone_pillar, Limestone Pillar
thebetweenlands:cragrock_pillar, Cragrock Pillar
thebetweenlands:tar_beast_spawner, Tar Beast Spawner
thebetweenlands:tar_loot_pot:0, Tar Pot of Chance
thebetweenlands:tar_loot_pot:4, Tar Pot of Chance
thebetweenlands:tar_loot_pot:8, Tar Pot of Chance
thebetweenlands:cragrock_stairs, Cragrock Stairs
thebetweenlands:pitstone_stairs, Pitstone Stairs
thebetweenlands:betweenstone_stairs, Betweenstone Stairs
thebetweenlands:betweenstone_brick_stairs, Betweenstone Brick Stairs
thebetweenlands:mud_brick_stairs, Mud Brick Stairs
thebetweenlands:cragrock_brick_stairs, Cragrock Brick Stairs
thebetweenlands:limestone_brick_stairs, Limestone Brick Stairs
thebetweenlands:pitstone_brick_stairs, Pitstone Brick Stairs
thebetweenlands:limestone_stairs, Limestone Stairs
thebetweenlands:smooth_betweenstone_stairs, Smooth Betweenstone Stairs
thebetweenlands:smooth_cragrock_stairs, Smooth Cragrock Stairs
thebetweenlands:polished_limestone_stairs, Polished Limestone Stairs
thebetweenlands:mossy_betweenstone_brick_stairs, Mossy Betweenstone Brick Stairs
thebetweenlands:mossy_smooth_betweenstone_stairs, Mossy Smooth Betweenstone Stairs
thebetweenlands:cracked_betweenstone_brick_stairs, Cracked Betweenstone Brick Stairs
thebetweenlands:sulfur_block, Block of Sulfur
thebetweenlands:temple_bricks, Temple Bricks
thebetweenlands:smooth_pitstone, Smooth Pitstone
thebetweenlands:mire_coral_block, Mire Coral Block
thebetweenlands:deep_water_coral_block, Deep Water Coral Block
thebetweenlands:slimy_bone_block, Slimy Bone Block
thebetweenlands:aqua_middle_gem_block, Aqua Middle Gem Block
thebetweenlands:crimson_middle_gem_block, Crimson Middle Gem Block
thebetweenlands:green_middle_gem_block, Green Middle Gem Block
thebetweenlands:compost_block, Block of Compost
thebetweenlands:polished_dentrothyst:0, Green Polished Dentrothyst
thebetweenlands:polished_dentrothyst:1, Orange Polished Dentrothyst
thebetweenlands:silt_glass, Silt Glass
thebetweenlands:silt_glass_pane, Silt Glass Pane
thebetweenlands:polished_dentrothyst_pane:0, Green Polished Dentrothyst Pane
thebetweenlands:polished_dentrothyst_pane:1, Orange Polished Dentrothyst Pane
thebetweenlands:smooth_pitstone_stairs, Smooth Pitstone Stairs
thebetweenlands:tar_solid_stairs, Solid Tar Stairs
thebetweenlands:temple_brick_stairs, Temple Brick Stairs
thebetweenlands:spike_trap, Spike Trap
thebetweenlands:weedwood_plank_stairs, Weedwood Plank Stairs
thebetweenlands:rubber_tree_plank_stairs, Rubber Tree Plank Stairs
thebetweenlands:giant_root_plank_stairs, Giant Root Plank Stairs
thebetweenlands:possessed_block, Possessed Block
thebetweenlands:item_cage, Item Cage
thebetweenlands:item_shelf, Item Shelf
thebetweenlands:thatch, Thatch
thebetweenlands:cragrock_slab, Cragrock Slab
thebetweenlands:pitstone_slab, Pitstone Slab
thebetweenlands:betweenstone_slab, Betweenstone Slab
thebetweenlands:smooth_pitstone_slab, Smooth Pitstone Slab
thebetweenlands:tar_solid_slab, Solid Tar Slab
thebetweenlands:temple_brick_slab, Temple Brick Slab
thebetweenlands:betweenstone_brick_slab, Betweenstone Brick Slab
thebetweenlands:mud_brick_slab, Mud Brick Slab
thebetweenlands:cragrock_brick_slab, Cragrock Brick Slab
thebetweenlands:limestone_brick_slab, Limestone Brick Slab
thebetweenlands:limestone_slab, Limestone Slab
thebetweenlands:smooth_betweenstone_slab, Smooth Betweenstone Slab
thebetweenlands:smooth_cragrock_slab, Smooth Cragrock Slab
thebetweenlands:polished_limestone_slab, Polished Limestone Slab
thebetweenlands:pitstone_brick_slab, Pitstone Brick Slab
thebetweenlands:mossy_betweenstone_brick_slab, Mossy Betweenstone Brick Slab
thebetweenlands:mossy_smooth_betweenstone_slab, Mossy Smooth Betweenstone Slab
thebetweenlands:cracked_betweenstone_brick_slab, Cracked Betweenstone Brick Slab
thebetweenlands:weedwood_plank_slab, Weedwood Plank Slab
thebetweenlands:rubber_tree_plank_slab, Rubber Tree Plank Slab
thebetweenlands:giant_root_plank_slab, Giant Root Plank Slab
thebetweenlands:thatch_slab, Thatch Slab
thebetweenlands:pitstone_wall, Pitstone Wall
thebetweenlands:betweenstone_wall, Betweenstone Wall
thebetweenlands:tar_solid_wall, Solid Tar Wall
thebetweenlands:temple_brick_wall, Temple Brick Wall
thebetweenlands:smooth_pitstone_wall, Smooth Pitstone Wall
thebetweenlands:betweenstone_brick_wall, Betweenstone Brick Wall
thebetweenlands:mud_brick_wall, Mud Brick Wall
thebetweenlands:cragrock_wall, Cragrock Wall
thebetweenlands:cragrock_brick_wall, Cragrock Brick Wall
thebetweenlands:limestone_brick_wall, Limestone Brick Wall
thebetweenlands:limestone_wall, Limestone Wall
thebetweenlands:polished_limestone_wall, Polished Limestone Wall
thebetweenlands:pitstone_brick_wall, Pitstone Brick Wall
thebetweenlands:smooth_betweenstone_wall, Smooth Betweenstone Wall
thebetweenlands:smooth_cragrock_wall, Smooth Cragrock Wall
thebetweenlands:mossy_betweenstone_brick_wall, Mossy Betweenstone Brick Wall
thebetweenlands:mossy_smooth_betweenstone_wall, Mossy Smooth Betweenstone Wall
thebetweenlands:cracked_betweenstone_brick_wall, Cracked Betweenstone Brick Wall
thebetweenlands:weedwood_plank_fence, Weedwood Plank Fence
thebetweenlands:weedwood_log_fence, Weedwood Log Fence
thebetweenlands:rubber_tree_plank_fence, Rubber Tree Plank Fence
thebetweenlands:giant_root_plank_fence, Giant Root Plank Fence
thebetweenlands:weedwood_plank_fence_gate, Weedwood Plank Fence Gate
thebetweenlands:weedwood_log_fence_gate, Weedwood Log Fence Gate
thebetweenlands:rubber_tree_plank_fence_gate, Rubber Tree Plank Fence Gate
thebetweenlands:giant_root_plank_fence_gate, Giant Root Plank Fence Gate
thebetweenlands:weedwood_plank_pressure_plate, Weedwood Plank Pressure Plate
thebetweenlands:betweenstone_pressure_plate, Betweenstone Pressure Plate
thebetweenlands:syrmorite_pressure_plate, Syrmorite Pressure Plate
thebetweenlands:weedwood_plank_button, Weedwood Plank Button
thebetweenlands:betweenstone_button, Betweenstone Button
thebetweenlands:weedwood_ladder, Weedwood Ladder
thebetweenlands:weedwood_lever, Weedwood Lever
thebetweenlands:present, Present
thebetweenlands:pitcher_plant, Pitcher Plant
thebetweenlands:weeping_blue, Weeping Blue
thebetweenlands:sundew, Sundew
thebetweenlands:black_hat_mushroom, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom, Bulb-Capped Mushroom
thebetweenlands:flat_head_mushroom, Flathead Mushroom
thebetweenlands:venus_fly_trap, Venus Fly Trap
thebetweenlands:volarpad, Volarpad
thebetweenlands:swamp_plant, Swamp Plant
thebetweenlands:swamp_kelp, Swamp Kelp
thebetweenlands:mire_coral, Mire Coral
thebetweenlands:deep_water_coral, Deep Water Coral
thebetweenlands:water_weeds, Water Weeds
thebetweenlands:bulb_capped_mushroom_cap, Bulb-Capped Mushroom Cap
thebetweenlands:bulb_capped_mushroom_stalk, Bulb-Capped Mushroom Stalk
thebetweenlands:shelf_fungus, Shelf Fungus
thebetweenlands:algae, Algae
thebetweenlands:poison_ivy, Poison Ivy
thebetweenlands:root, Root
thebetweenlands:giant_root, Giant Root
thebetweenlands:root_underwater, Underwater Root
thebetweenlands:arrow_arum, Arrow Arum
thebetweenlands:blue_eyed_grass, Blue Eyed Grass
thebetweenlands:blue_iris, Blue Iris
thebetweenlands:boneset, Boneset
thebetweenlands:bottle_brush_grass, Bottlebrush Grass
thebetweenlands:broomsedge, Broomsedge
thebetweenlands:button_bush, Button Bush
thebetweenlands:cardinal_flower, Cardinal Flower
thebetweenlands:cattail, Cattail
thebetweenlands:cave_grass, Cave Grass
thebetweenlands:copper_iris, Copper Iris
thebetweenlands:marsh_hibiscus, Marsh Hibiscus
